episode,speakers,emotions,utterances,triggers
utterance_3845,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3846,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3847,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_3848,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
utterance_3849,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger', 'neutral']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!', ""Larry, okay, can't you just be Larry and not Larry the health inspector guy?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3850,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger', 'neutral', 'anger']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!', ""Larry, okay, can't you just be Larry and not Larry the health inspector guy?"", ""Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_3851,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger', 'neutral', 'anger', 'neutral']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!', ""Larry, okay, can't you just be Larry and not Larry the health inspector guy?"", ""Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?"", 'Well, I suppose I could give him a warning.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3852,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger', 'neutral', 'anger', 'neutral', 'joy']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!', ""Larry, okay, can't you just be Larry and not Larry the health inspector guy?"", ""Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?"", 'Well, I suppose I could give him a warning.', 'Thank you.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3853,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger', 'neutral', 'anger', 'neutral', 'joy', 'neutral']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!', ""Larry, okay, can't you just be Larry and not Larry the health inspector guy?"", ""Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?"", 'Well, I suppose I could give him a warning.', 'Thank you.', 'Go!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3854,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger', 'neutral', 'anger', 'neutral', 'joy', 'neutral', 'anger']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!', ""Larry, okay, can't you just be Larry and not Larry the health inspector guy?"", ""Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?"", 'Well, I suppose I could give him a warning.', 'Thank you.', 'Go!', 'Go!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_3855,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Gunther', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Larry', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'neutral', 'disgust', 'anger', 'neutral', 'anger', 'neutral', 'joy', 'neutral', 'anger', 'disgust']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.', 'Oh, no-no, this place is totally healthy!', 'That\x97this milk is mine.', ""I bought this today, 'cause I was thirsty for milk, y'know."", ""Okay, let's go!"", 'Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the', ""But then I'd have to go all the way around the dry cleaner place."", ""Oh, so you're saying you'd choose convenience over health?!"", 'Okay, stop!', ""Larry, okay, can't you just be Larry and not Larry the health inspector guy?"", ""Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?"", 'Well, I suppose I could give him a warning.', 'Thank you.', 'Go!', 'Go!', 'Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3856,"['Rachel', 'Phoebe', 'Rachel', 'Phoebe']","['sadness', 'joy', 'sadness', 'neutral']","[""No! No! Phoebe, come on! I don't want to switch! Please come on! I can throw wet paper towels here!"", ""No but at Monica's you can eat cookies over the sink!"", ""I know. I'm sorry."", 'All right fine! This looks like so much fun.']","[0.0, 0.0, 1.0, 0.0]"
utterance_3857,"['Chandler', 'Ross', 'Ross', 'Ross']","['neutral', 'sadness', 'sadness', 'anger']","['Tell us what happened, Brown Bird Ross.', 'Well, I lost.', 'Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.', 'Nimitz, and sold over 2,000 boxes.']","[0.0, 1.0, 1.0, 1.0]"
utterance_3858,"['Chandler', 'Ross', 'Ross', 'Ross', 'Chandler']","['neutral', 'sadness', 'sadness', 'anger', 'joy']","['Tell us what happened, Brown Bird Ross.', 'Well, I lost.', 'Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.', 'Nimitz, and sold over 2,000 boxes.', ""Hey! How'd the interview go?""]","[0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3859,"['Chandler', 'Ross', 'Ross', 'Ross', 'Chandler', 'Rachel', 'Ross']","['neutral', 'sadness', 'sadness', 'anger', 'joy', 'sadness', 'sadness']","['Tell us what happened, Brown Bird Ross.', 'Well, I lost.', 'Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.', 'Nimitz, and sold over 2,000 boxes.', ""Hey! How'd the interview go?"", ""Oh, I blew it. I wouldn't of even hired me."", ""Oh, come here sweetie, listen, you're gonna go on like a thousand interviews before you get a job.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3860,"['Chandler', 'Ross', 'Ross', 'Ross', 'Chandler', 'Rachel', 'Ross', 'Ross', 'Phoebe', 'Chandler']","['neutral', 'sadness', 'sadness', 'anger', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'neutral']","['Tell us what happened, Brown Bird Ross.', 'Well, I lost.', 'Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.', 'Nimitz, and sold over 2,000 boxes.', ""Hey! How'd the interview go?"", ""Oh, I blew it. I wouldn't of even hired me."", ""Oh, come here sweetie, listen, you're gonna go on like a thousand interviews before you get a job."", ""That's not how that was supposed to come out."", 'This is the worst Christmas ever.', ""Y'know what Rach, maybe you should just, y'know stay here at the coffee house.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3861,"['Chandler', 'Ross', 'Ross', 'Ross', 'Chandler', 'Rachel', 'Ross', 'Ross', 'Phoebe', 'Chandler', 'Rachel']","['neutral', 'sadness', 'sadness', 'anger', 'joy', 'sadness', 'sadness', 'sadness', 'sadness', 'neutral', 'anger']","['Tell us what happened, Brown Bird Ross.', 'Well, I lost.', 'Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.', 'Nimitz, and sold over 2,000 boxes.', ""Hey! How'd the interview go?"", ""Oh, I blew it. I wouldn't of even hired me."", ""Oh, come here sweetie, listen, you're gonna go on like a thousand interviews before you get a job."", ""That's not how that was supposed to come out."", 'This is the worst Christmas ever.', ""Y'know what Rach, maybe you should just, y'know stay here at the coffee house."", ""I can't!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
